,wlcode
W16995,8
W02409,8
W31518,8
W02410,8
W31520,8
W16740,8
W31542,8
W16748,8
W31548,8
W31394,8
W31781,8
W19291,8
W31701,8
W31263,8
W31783,8
W31155,8
W31141,8
W18257,8
W31788,8
W03136,8
W16217,8
W31698,8
W31688,8
W15969,8
W16051,8
W18341,8
W16222,8
W31692,8
W31148,8
W31262,8
W32074,8
W31693,8
W31682,8
W31157,8
W31158,8
W31160,8
W18165,8
W31694,8
W03101,8
W31695,8
W31784,8
W31255,8
W31258,8
W31697,8
W16254,8
W31161,8
W31716,8
W16216,8
W19245,8
W31763,8
W16097,8
W18718,8
W31222,8
W18709,8
W18675,8
W31228,8
W18705,8
W31769,8
W16155,8
W03818,8
W16215,8
W19293,8
W19292,8
W19246,8
W31764,8
W31230,8
W31232,8
W03345,8
W31236,8
W31736,8
W31197,8
W31737,8
W19180,8
W31741,8
W03374,8
W31765,8
W18356,8
W31203,8
W31234,8
W18090,8
W18797,8
W31748,8
W31237,8
W33276,8
W31459,8
W31457,8
W16585,8
W02767,8
W01332,8
W31358,8
W16607,8
W16615,8
W16574,8
W01333,8
W16616,8
W16626,8
W01336,8
W01337,8
W01341,8
W16643,8
W01334,8
W31594,8
W01240,8
W16428,8
W00165,8
W31670,8
W16323,8
W31281,8
W31663,8
W31662,8
W31660,8
W31659,8
W31283,8
W00291,8
W31285,8
W31286,8
W00295,8
W17505,8
W31337,8
W16644,8
W31277,8
W02653,8
W02771,8
W02780,8
W31600,8
W16562,8
W31486,8
W29708,8
W31797,8
W31603,8
W13055,8
W13016,8
W33291,8
W13023,8
W33287,8
W33283,8
W33278,8
W13012,8
W31607,8
W31611,8
W17478,8
W16564,8
W16449,8
W31353,8
W02828,8
W17500,8
W31341,8
W31638,8
W31637,8
W00861,8
W31345,8
W00877,8
W31634,8
W16477,8
W00896,8
W16515,8
W16683,8
W17156,8
W31275,8
W31273,8
W31395,8
W31463,8
W31397,8
W17019,8
W02037,8
W17046,8
W31462,8
W31473,8
W31471,8
W01570,8
W31408,8
W17184,8
W17178,8
W31414,8
W01993,8
W17159,8
W17117,8
W31440,8
W01956,8
W17155,8
W31455,8
W31454,8
W31452,8
W31451,8
W17144,8
W31431,8
W31450,8
W31449,8
W31432,8
W17129,8
W31447,8
W17099,8
W31441,8
W31469,8
W16298,8
W17177,8
W31419,8
W00742,8
W16385,8
W00764,8
W31644,8
W31326,8
W17530,8
W17545,8
W17526,8
W31654,8
W31289,8
W31655,8
W31288,8
W17713,8
W31272,8
W31331,8
W31559,8
W17546,8
W31314,8
W17075,8
W31420,8
W31421,8
W31547,8
W02554,8
W31270,8
W31316,8
W17607,8
W31293,8
W31296,8
W31298,8
W29715,8
W17558,8
W31309,8
W17555,8
W01982,8
W04199,8
W14122,8
W04197,8
W23366,8
W20236,8
W20256,8
W22343,8
W30145,8
W20152,8
W22342,8
W22031,8
W22089,8
W30778,8
W22095,8
W20141,8
W20142,8
W22094,8
W20151,8
W20231,8
W23396,8
W22023,8
W21561,8
W22702,8
W21559,8
W20824,8
W30691,8
W22542,8
W22921,8
W22327,8
W20153,8
W22340,8
W23415,8
W20154,8
W20155,8
W20164,8
W30137,8
W20143,8
W21562,8
W20144,8
W22050,8
W22484,8
W22963,8
W22537,8
W30175,8
W22937,8
W30177,8
W22487,8
W22932,8
W23056,8
W22483,8
W21933,8
W22449,8
W30151,8
W20381,8
W22929,8
W22486,8
W22485,8
W20703,8
W23444,8
W20146,8
W20147,8
W20148,8
W20149,8
W20150,8
W23438,8
W30146,8
W30148,8
W23345,8
W23049,8
W20619,8
W20661,8
W20682,8
W20687,8
W23467,8
W30152,8
W21563,8
W21266,8
W21788,8
W22545,8
W22551,8
W22558,8
W20903,8
W30683,8
W30669,8
W20943,8
W22583,8
W20988,8
W22636,8
W21784,8
W21777,8
W22654,8
W21789,8
W21773,8
W30220,8
W21174,8
W21059,8
W21754,8
W21736,8
W21735,8
W21733,8
W21102,8
W21168,8
W21732,8
W21172,8
W21720,8
W30559,8
W21717,8
W30231,8
W21715,8
W30563,8
W30207,8
W21565,8
W21774,8
W21702,8
W21487,8
W21549,8
W21557,8
W21558,8
W30588,8
W21242,8
W21441,8
W21647,8
W21643,8
W30580,8
W21635,8
W21246,8
W21575,8
W21290,8
W21644,8
W21488,8
W21435,8
W21419,8
W21680,8
W20139,8
W30240,8
W22735,8
W30602,8
W22743,8
W22758,8
W30313,8
W30276,8
W21295,8
W22760,8
W22762,8
W21361,8
W21527,8
W21398,8
W22655,8
W21760,8
W20391,8
W20481,8
W19609,8
W27095,8
W31101,8
W19611,8
W31106,8
W19603,8
W22104,8
W19610,8
W19391,8
W19392,8
W29947,8
W30954,8
W29954,8
W27048,8
W19604,8
W19602,8
W29944,8
W29695,8
W31119,8
W31122,8
W19449,8
W31007,8
W31053,8
W29771,8
W19341,8
W19551,8
W29747,8
W28392,8
W19666,8
W30958,8
W19390,8
W31096,8
W19393,8
W30953,8
W29831,8
W29948,8
W30965,8
W29808,8
W27109,8
W19608,8
W31136,8
W19394,8
W30962,8
W31085,8
W19605,8
W29950,8
W19599,8
W27106,8
W29804,8
W19600,8
W32072,8
W19598,8
W19601,8
W29938,8
W19667,8
W19387,8
W30964,8
W19665,8
W19606,8
W28343,8
W30983,8
W29729,8
W19607,8
W31086,8
W29570,8
W29930,8
W27236,8
W19389,8
W29665,8
W31087,8
W30966,8
W22411,8
W19448,8
W22127,8
W19443,8
W19444,8
W29148,8
W19445,8
W31072,8
W31071,8
W19544,8
W31070,8
W19446,8
W19395,8
W28329,8
W19447,8
W19335,8
W29471,8
W30998,8
W19397,8
W19396,8
W29088,8
W23225,8
W20483,8
W20617,8
W22469,8
W21888,8
W22479,8
W22480,8
W22481,8
W20523,8
W20615,8
W30946,8
W19823,8
W19340,8
W31075,8
W31035,8
W28436,8
W31004,8
W29459,8
W19550,8
W28567,8
W19342,8
W31029,8
W19453,8
W22119,8
W28064,8
W28588,8
W29853,8
W28481,8
W31062,8
W28739,8
W28810,8
W31061,8
W31059,8
W29774,8
W19452,8
W19451,8
W19450,8
W19334,8
W27598,8
W19337,8
W19336,8
W31084,8
W28449,8
W31083,8
W19549,8
W29791,8
W19338,8
W19339,8
W29516,8
W31023,8
W28589,8
W19490,8
W29241,8
W21681,8
W29779,8
W20137,8
W15170,8
W15172,8
W04788,8
W32743,8
W32738,8
W04738,8
W04800,8
W04737,8
W04931,8
W32862,8
W04933,8
W05113,8
W05109,8
W32851,8
W32782,8
W15163,8
W04812,8
W15142,8
W32864,8
W32863,8
W04921,8
W32781,8
W32779,8
W04907,8
W32777,8
W04905,8
W32775,8
W32772,8
W19331,8
W04874,8
W32765,8
W32757,8
W32755,8
W14871,8
W05165,8
W32847,8
W14909,8
W20082,8
W24983,8
W24809,8
W30077,8
W24779,8
W24639,8
W10666,8
W30083,8
W22263,8
W24419,8
W30088,8
W30092,8
W30094,8
W19905,8
W24499,8
W31650,8
W31139,8
W04934,8
W05071,8
W14924,8
W14927,8
W05050,8
W05022,8
W32821,8
W32820,8
W32819,8
W32813,8
W32810,8
W32807,8
W04966,8
W32800,8
W32795,8
W32794,8
W32841,8
W20046,8
W05827,8
W14373,8
W32003,8
W15296,8
W15286,8
W04678,8
W05515,8
W05735,8
W32004,8
W05723,8
W14474,8
W32928,8
W05693,8
W05683,8
W05628,8
W14548,8
W05712,8
W32006,8
W32007,8
W32017,8
W32068,8
W20138,8
W04195,8
W32063,8
W32056,8
W32049,8
W32048,8
W32045,8
W32042,8
W32038,8
W04130,8
W32035,8
W32031,8
W32028,8
W15744,8
W32920,8
W05838,8
W14609,8
W04687,8
W06494,8
W06484,8
W33002,8
W13968,8
W06366,8
W14174,8
W33012,8
W06159,8
W32970,8
W06040,8
W06028,8
W32956,8
W14327,8
W05886,8
W06130,8
W06501,8
W06508,8
W06536,8
W05487,8
W14686,8
W14688,8
W32899,8
W05352,8
W05223,8
W05218,8
W05212,8
W14796,8
W14818,8
W05770,8
W32939,8
W32942,8
W32943,8
W13859,8
W32911,8
W20059,8
W05336,8
W20079,8
W19672,8
W30928,8
W19673,8
W26932,8
W19674,8
W19675,8
W19670,8
W19704,8
W19706,8
W19787,8
W30901,8
W25660,8
W26540,8
W30015,8
W19705,8
W30939,8
W19669,8
W30942,8
W26652,8
W29980,8
W26615,8
W29983,8
W19784,8
W19785,8
W19786,8
W30905,8
W26794,8
W19707,8
W26892,8
W19671,8
W19668,8
W30944,8
W30943,8
W26261,8
W26738,8
W22226,8
W30022,8
W30896,8
W29992,8
W29995,8
W30004,8
W30010,8
W30005,8
W30897,8
W30892,8
W30007,8
W30888,8
W22221,8
W20069,8
W26348,8
W22316,8
W30006,8
W29990,8
W19789,8
W29989,8
W30023,8
W26075,8
W30880,8
W25992,8
W30032,8
W25956,8
W25834,8
W25759,8
W19824,8
W30872,8
W30870,8
W30013,8
W30012,8
W19815,8
W29998,8
W30017,8
W26791,8
W19825,8
W19748,8
W19855,8
W30096,8
W20083,8
W19826,8
W20084,8
W20127,8
W20128,8
W20129,8
W22301,8
W23556,8
W30118,8
W22302,8
W23527,8
W20130,8
W22309,8
W30852,8
W20131,8
W30853,8
W19853,8
W22248,8
W19896,8
W25015,8
W19749,8
W30861,8
W30867,8
W25622,8
W25552,8
W19827,8
W30864,8
W30863,8
W19850,8
W19852,8
W22238,8
W30050,8
W19854,8
W20132,8
W25232,8
W23510,8
W26793,8
W20120,8
W23602,8
W20121,8
W20122,8
W20123,8
W30110,8
W19747,8
W30869,8
W19746,8
W30947,8
W19788,8
W19708,8
W30922,8
W25639,8
W23570,8
W20119,8
W20113,8
W30123,8
W20134,8
W20136,8
W20126,8
W30103,8
W20124,8
W30102,8
W20125,8
W20095,8
W22289,8
W20098,8
W22293,8
W30101,8
W20085,8
W20133,8
W31987,12
W31959,12
W31972,12
W31942,12
W31901,12
W31899,12
W31456,12
W31445,12
W31081,12
W31110,12
W31108,12
W31107,12
W31105,12
W31104,12
W31102,12
W31099,12
W29855,12
W31080,12
W31077,12
W31069,12
W31444,12
W31892,12
W31795,12
W32022,12
W31846,12
W31838,12
W31067,12
W31858,12
W31872,12
W31833,12
W31822,12
W31812,12
W31802,12
W31801,12
W31800,12
W31988,12
W31798,12
W31767,12
W31762,12
W31881,12
W31889,12
W31890,12
W32020,12
W32062,12
W32037,12
W32036,12
W32026,12
W32023,12
W31787,12
W31055,12
W30830,12
W31039,12
W30862,12
W30854,12
W30709,12
W30822,12
W30820,12
W30806,12
W29877,12
W30803,12
W30753,12
W30665,12
W30903,12
W30912,12
W30957,12
W31015,12
W31008,12
W30593,12
W30971,12
W30970,12
W30961,12
W32064,12
W30638,12
W30917,12
W30640,12
W30677,12
W30878,12
W30885,12
W30886,12
W31109,12
W31111,12
W30491,12
W31112,12
W31173,12
W31172,12
W31153,12
W31137,12
W31134,12
W31133,12
W31131,12
W30552,12
W31129,12
W31125,12
W31121,12
W31120,12
W31118,12
W31117,12
W31113,12
W31026,12
W30577,12
W31021,12
W31017,12
W30666,12
W30525,12
W32073,12
W31485,12
W32079,12
W29786,12
W31666,12
W31557,12
W29799,12
W32598,12
W31495,12
W31490,12
W31489,12
W31487,12
W31484,12
W31483,12
W31482,12
W31481,12
W31480,12
W30147,12
W31476,12
W31475,12
W31470,12
W31465,12
W31464,12
W31492,12
W31500,12
W31546,12
W31677,12
W31501,12
W31689,12
W31691,12
W31602,12
W31597,12
W30644,12
W31593,12
W31583,12
W31580,12
W31579,12
W31573,12
W31567,12
W31560,12
W29914,12
W31651,12
W31550,12
W31664,12
W31743,12
W31731,12
W31728,12
W31714,12
W31710,12
W31707,12
W31706,12
W31705,12
W31700,12
W31690,12
W32075,12
W31545,12
W31543,12
W32085,12
W32084,12
W32083,12
W32082,12
W32180,12
W32202,12
W31758,12
W30060,12
W32590,12
W32588,12
W32584,12
W32573,12
W32571,12
W32568,12
W32567,12
W32558,12
W32553,12
W32359,12
W32231,12
W32227,12
W32210,12
W32209,12
W32206,12
W32086,12
W31544,12
W32090,12
W32094,12
W31541,12
W31533,12
W31532,12
W31531,12
W31529,12
W31527,12
W31522,12
W31517,12
W31511,12
W31508,12
W31506,12
W31505,12
W31744,12
W31751,12
W29781,12
W32184,12
W32168,12
W32161,12
W32155,12
W32148,12
W32109,12
W32102,12
W32097,12
W32091,12
W30930,12
W32919,12
W30920,12
W32927,12
W32909,12
W32926,12
W32925,12
W32924,12
W32923,12
W32922,12
W32921,12
W32918,12
W32917,12
W32908,12
W32916,12
W32914,12
W32913,12
W32912,12
W32910,12
W32977,12
W32978,12
W32979,12
W33047,12
W33045,12
W33044,12
W32915,12
W32906,12
W32888,12
W32889,12
W32966,12
W32964,12
W32963,12
W32962,12
W32961,12
W32958,12
W32932,12
W32930,12
W32633,12
W32907,12
W32905,12
W32904,12
W32903,12
W32902,12
W32901,12
W32900,12
W32897,12
W32895,12
W32894,12
W32893,12
W32892,12
W32891,12
W32890,12
W33043,12
W33042,12
W33041,12
W33040,12
W33051,12
W33029,12
W33027,12
W33025,12
W33023,12
W32995,12
W32994,12
W32993,12
W32992,12
W32991,12
W32990,12
W32989,12
W32988,12
W32987,12
W32986,12
W32985,12
W32984,12
W32983,12
W32982,12
W32981,12
W32996,12
W32997,12
W31604,12
W33052,12
W32967,12
W33053,12
W33056,12
W33039,12
W33038,12
W33036,12
W33035,12
W33034,12
W33033,12
W33032,12
W33031,12
W33030,12
W33046,12
W33049,12
W32980,12
W33050,12
W33067,12
W33066,12
W33065,12
W33064,12
W33063,12
W33062,12
W33061,12
W33060,12
W33058,12
W33057,12
W33055,12
W32968,12
W32969,12
W32971,12
W31418,12
W31417,12
W31412,12
W31411,12
W31409,12
W31405,12
W31403,12
W31402,12
W31400,12
W31389,12
W31387,12
W31384,12
W31295,12
W30184,12
W30187,12
W31280,12
W31225,12
W31223,12
W31221,12
W31220,12
W31215,12
W31213,12
W31209,12
W31427,12
W31206,12
W31428,12
W31381,12
W30918,12
W31183,12
W31188,12
W31443,12
W31366,12
W31346,12
W29825,12
W31344,12
W31340,12
W31338,12
W31328,12
W31327,12
W31323,12
W31315,12
W31311,12
W31308,12
W31307,12
W31304,12
W31302,12
W31297,12
W31363,12
W30164,12
W31189,12
W31435,12
W30650,12
W31204,12
W31201,12
W32950,12
W32949,12
W32948,12
W32947,12
W32946,12
W32945,12
W32944,12
W32941,12
W32938,12
W32937,12
W32936,12
W32935,12
W32934,12
W32933,12
W32952,12
W32954,12
W32931,12
W32955,12
W32976,12
W32975,12
W32974,12
W32973,12
W32972,12
W32951,12
W31202,12
W32953,12
W32624,12
W31200,12
W31199,12
W31198,12
W31194,12
W31227,12
W31229,12
W31240,12
W31264,12
W30226,12
W30258,12
W30283,12
W30328,12
W31269,12
W31265,12
W31257,12
W31241,12
W31253,12
W31248,12
W31247,12
W31245,12
W30394,12
W31243,12
W32594,12
W33068,12
W31609,12
W33230,12
W29793,12
W33231,12
W33232,12
W33234,12
W33604,12
W33235,12
W33615,12
W33199,12
W33197,12
W33194,12
W33168,12
W33228,12
W33169,12
W33171,12
W33172,12
W33173,12
W29941,12
W33174,12
W33175,12
W33176,12
W33177,12
W33180,12
W33618,12
W33170,12
W33226,12
W33606,12
W33225,12
W33124,12
W29717,12
W33127,12
W33164,12
W33165,12
W33166,12
W33220,12
W33200,12
W33201,12
W33608,12
W33206,12
W33607,12
W33207,12
W33208,12
W33211,12
W33212,12
W33215,12
W33218,12
W33219,12
W33221,12
W33167,12
W33222,12
W33223,12
W33181,12
W33182,12
W33184,12
W33185,12
W33509,12
W33415,12
W33508,12
W33416,12
W33506,12
W33505,12
W33417,12
W33418,12
W33419,12
W33420,12
W33421,12
W33422,12
W33522,12
W33405,12
W33303,12
W33396,12
W33537,12
W33387,12
W33388,12
W33389,12
W33390,12
W33391,12
W33392,12
W33414,12
W33122,12
W33406,12
W33070,12
W33187,12
W33188,12
W33616,12
W33190,12
W33191,12
W33192,12
W33193,12
W33301,12
W33455,12
W33302,12
W33510,12
W33519,12
W33517,12
W33515,12
W33407,12
W33408,12
W33409,12
W33514,12
W33512,12
W33410,12
W33511,12
W33411,12
W33412,12
W33413,12
W33622,12
W33121,12
W33623,12
W33260,12
W33256,12
W33295,12
W33254,12
W33296,12
W33253,12
W33294,12
W33261,12
W33293,12
W33292,12
W33266,12
W33271,12
W33593,12
W33272,12
W33243,12
W33297,12
W33298,12
W33598,12
W33290,12
W33267,12
W33289,12
W33594,12
W33262,12
W33591,12
W33273,12
W33258,12
W33242,12
W32998,12
W33263,12
W33590,12
W33595,12
W33239,12
W33288,12
W33275,12
W33259,12
W33238,12
W33286,12
W33602,12
W33299,12
W33241,12
W33285,12
W33269,12
W33284,12
W33270,12
W33279,12
W33281,12
W33280,12
W33300,12
W33240,12
W33597,12
W33592,12
W33536,12
W33265,12
W33603,12
W33621,12
W33129,12
W33237,12
W33108,12
W33072,12
W33073,12
W33090,12
W33092,12
W33093,12
W33094,12
W33095,12
W33096,12
W33097,12
W33101,12
W33102,12
W33625,12
W33110,12
W33128,12
W33113,12
W33114,12
W33115,12
W33116,12
W33624,12
W33163,12
W33189,12
W33619,12
W33159,12
W33143,12
W33131,12
W33132,12
W33133,12
W33135,12
W33136,12
W33137,12
W33138,12
W33139,12
W33140,12
W33141,12
W33142,12
W33620,12
W30028,12
W33130,12
W33145,12
W33146,12
W33149,12
W33150,12
W33151,12
W33152,12
W33153,12
W33155,12
W33160,12
W33535,12
W33393,12
W33534,12
W33316,12
W33580,12
W33579,12
W33578,12
W33317,12
W33577,12
W33576,12
W33318,12
W33340,12
W33343,12
W33383,12
W33546,12
W33553,12
W33368,12
W33552,12
W33370,12
W33371,12
W33372,12
W33551,12
W33550,12
W33373,12
W33549,12
W33374,12
W33581,12
W33548,12
W33315,12
W33313,12
W33336,12
W33338,12
W33564,12
W33563,12
W33319,12
W33572,12
W33574,12
W33575,12
W33304,12
W33305,12
W33588,12
W33587,12
W33306,12
W33586,12
W33585,12
W33584,12
W33307,12
W33583,12
W33308,12
W33582,12
W33309,12
W33310,12
W33311,12
W33314,12
W33335,12
W33547,12
W33562,12
W33350,12
W33351,12
W33352,12
W33353,12
W33354,12
W33355,12
W33557,12
W33356,12
W33556,12
W33357,12
W33358,12
W33359,12
W33360,12
W33555,12
W33361,12
W33362,12
W33363,12
W33346,12
W32811,12
W33069,12
W31642,12
W31621,12
W31619,12
W33558,12
W33545,12
W33559,12
W33349,12
W33544,12
W33543,12
W33375,12
W33376,12
W33542,12
W33377,12
W33541,12
W33539,12
W33378,12
W33380,12
W33538,12
W33381,12
W33382,12
W33554,12
W33367,12
W33366,12
W33365,12
W33344,12
W33345,12
W33454,12
W33347,12
W33348,12
W33561,12
W33560,12
W31610,12
W33334,12
W33331,12
W33443,12
W33444,12
W33470,12
W33469,12
W33467,12
W33446,12
W33466,12
W33447,12
W33502,12
W33462,12
W29728,12
W33448,12
W33461,12
W33449,12
W33459,12
W33458,12
W33457,12
W33456,12
W33450,12
W33451,12
W33452,12
W33453,12
W33476,12
W33471,12
W33435,12
W33472,12
W33473,12
W33394,12
W33395,12
W33533,12
W33524,12
W33397,12
W33398,12
W33399,12
W33531,12
W33400,12
W33530,12
W33401,12
W33529,12
W33527,12
W33525,12
W33402,12
W33403,12
W33404,12
W33423,12
W33504,12
W33503,12
W33465,12
W33475,12
W33474,12
W33436,12
W33333,12
W33477,12
W33501,12
W33385,12
W33384,12
W33326,12
W33571,12
W33570,12
W29957,12
W33569,12
W33568,12
W33567,12
W33320,12
W33321,12
W33566,12
W33322,12
W33323,12
W33324,12
W33325,12
W30008,12
W33342,12
W33327,12
W33328,12
W33565,12
W33329,12
W33330,12
W33386,12
W33479,12
W33434,12
W33480,12
W33498,12
W33497,12
W33495,12
W33424,12
W33425,12
W33494,12
W33426,12
W33493,12
W33492,12
W29973,12
W33491,12
W33427,12
W33490,12
W33489,12
W33488,12
W33487,12
W33486,12
W33428,12
W33484,12
W33430,12
W29971,12
W33482,12
W33432,12
W33433,12
W33015,12
W33617,12
W33020,12
W21914,12
W16269,12
W04411,12
W15485,12
W16258,12
W15496,12
W03119,12
W04394,12
W17101,12
W15949,12
W04427,12
W13146,12
W26809,12
W10300,12
W10311,12
W12334,12
W17470,12
W11167,12
W11164,12
W26785,12
W12354,12
W26731,12
W08685,12
W15473,12
W21946,12
W21947,12
W20162,12
W20163,12
W21746,12
W15587,12
W20169,12
W15593,12
W03277,12
W21731,12
W04240,12
W21718,12
W21844,12
W21867,12
W21873,12
W04379,12
W22082,12
W15450,12
W22057,12
W15453,12
W22047,12
W16303,12
W15465,12
W16285,12
W04430,12
W26682,12
W12355,12
W28342,12
W17450,12
W12491,12
W11078,12
W26347,12
W01340,12
W18401,12
W11034,12
W28443,12
W08186,12
W08335,12
W12578,12
W28451,12
W08164,12
W26238,12
W10408,12
W18430,12
W10960,12
W12471,12
W26444,12
W26545,12
W26502,12
W26532,12
W28352,12
W12425,12
W26286,12
W15448,12
W10322,12
W08459,12
W12376,12
W26590,12
W28348,12
W26811,12
W26871,12
W26886,12
W26940,12
W18342,12
W27039,12
W28257,12
W27020,12
W10262,12
W18346,12
W18354,12
W08653,12
W12316,12
W26935,12
W11238,12
W18355,12
W11219,12
W28313,12
W26907,12
W26896,12
W26551,12
W20161,12
W20159,12
W20158,12
W21267,12
W04047,12
W04016,12
W21249,12
W21200,12
W21181,12
W03832,12
W03838,12
W21169,12
W21153,12
W21122,12
W15857,12
W21063,12
W21703,12
W03280,12
W04842,12
W04609,12
W15248,12
W20108,12
W20109,12
W04664,12
W22215,12
W04645,12
W21269,12
W04633,12
W21281,12
W21292,12
W20987,12
W20983,12
W20982,12
W03850,12
W21349,12
W20944,12
W20796,12
W20797,12
W03895,12
W15977,12
W20894,12
W20893,12
W03889,12
W15966,12
W03878,12
W21047,12
W21052,12
W15883,12
W03951,12
W03814,12
W20666,12
W04049,12
W04048,12
W20681,12
W12430,12
W04627,12
W22196,12
W15223,12
W15175,12
W20104,12
W04741,12
W15211,12
W20105,12
W20106,12
W20107,12
W15217,12
W04735,12
W15219,12
W22098,12
W04473,12
W15446,12
W20160,12
W16239,12
W15521,12
W04353,12
W16197,12
W03276,12
W21786,12
W04325,12
W20157,12
W20103,12
W04612,12
W22254,12
W20100,12
W22154,12
W15242,12
W22153,12
W22152,12
W22151,12
W22150,12
W22135,12
W04595,12
W16344,12
W04560,12
W16334,12
W02994,12
W04704,12
W15238,12
W20223,12
W20102,12
W16377,12
W20096,12
W20097,12
W04826,12
W15153,12
W20099,12
W22259,12
W20101,12
W26514,12
W08374,12
W26512,12
W24293,12
W24312,12
W17171,12
W29129,12
W24335,12
W29101,12
W29361,12
W24509,12
W29091,12
W23610,12
W23729,12
W23691,12
W23655,12
W01564,12
W10774,12
W23645,12
W23625,12
W24718,12
W24748,12
W10776,12
W24760,12
W29047,12
W29020,12
W24291,12
W24782,12
W29261,12
W23817,12
W25134,12
W25152,12
W10605,12
W25202,12
W23594,12
W25208,12
W23590,12
W12916,12
W25259,12
W29537,12
W25281,12
W13048,12
W25313,12
W25374,12
W25410,12
W23574,12
W10816,12
W28980,12
W28996,12
W24824,12
W13032,12
W29210,12
W24114,12
W24224,12
W29469,12
W25412,12
W25543,12
W10697,12
W10691,12
W26190,12
W25777,12
W23543,12
W10844,12
W10745,12
W17314,12
W25676,12
W25560,12
W28609,12
W17315,12
W10526,12
W01482,12
W10852,12
W07972,12
W10731,12
W13125,12
W28626,12
W29637,12
W01505,12
W28703,12
W33021,12
W29701,12
W23915,12
W08134,12
W26146,12
W17326,12
W25799,12
W25830,12
W12714,12
W10493,12
W25850,12
W25931,12
W10722,12
W07999,12
W10717,12
W29694,12
W10710,12
W08077,12
W10918,12
W25970,12
W18721,12
W28527,12
W26052,12
W10940,12
W10709,12
W13141,12
W26132,12
W29697,12
W26175,12
W03840,12
W24940,12
W28947,12
W27839,12
W27800,12
W11329,12
W27955,12
W10051,12
W11538,12
W28069,12
W18167,12
W10204,12
W10206,12
W10168,12
W10148,12
W18182,12
W11539,12
W10123,12
W11547,12
W11552,12
W11577,12
W00166,12
W27966,12
W28213,12
W17648,12
W01541,12
W00586,12
W09234,12
W17584,12
W09295,12
W08345,12
W26452,12
W28353,12
W26495,12
W26489,12
W11140,12
W26476,12
W28357,12
W26461,12
W12282,12
W08756,12
W26208,12
W18312,12
W11328,12
W27947,12
W09908,12
W09846,12
W09694,12
W18208,12
W27925,12
W27921,12
W09623,12
W09445,12
W17593,12
W24949,12
W27787,12
W01913,12
W27572,12
W18259,12
W27570,12
W27555,12
W27539,12
W09040,12
W27510,12
W11298,12
W27456,12
W26209,12
W18093,12
W25307,12
W24971,12
W28773,12
W25117,12
W25091,12
W10796,12
W10793,12
W13014,12
W10622,12
W28731,12
W23609,12
W24953,12
W10224,12
W09226,12
W27609,12
W27694,12
W27235,12
W27217,12
W27212,12
W12142,12
W27162,12
W08961,12
W10242,12
W08941,12
W27343,12
W27122,12
W27119,12
W11290,12
W08926,12
W08888,12
W11287,12
W27056,12
W27303,12
W27432,12
W27760,12
W27595,12
W27746,12
W09212,12
W27704,12
W27615,12
W20742,12
W17562,12
W20741,12
W32803,12
W32802,12
W32799,12
W32798,12
W32797,12
W32796,12
W32793,12
W32792,12
W32790,12
W30048,12
W32814,12
W32815,12
W32828,12
W32834,12
W32833,12
W32832,12
W32831,12
W32830,12
W32829,12
W32826,12
W32816,12
W32825,12
W32824,12
W32804,12
W32823,12
W32805,12
W32808,12
W32789,12
W32867,12
W32883,12
W32882,12
W32881,12
W32880,12
W32879,12
W32877,12
W32876,12
W32875,12
W32874,12
W32873,12
W32872,12
W32871,12
W32870,12
W32869,12
W32868,12
W32839,12
W32838,12
W32837,12
W32835,12
W32812,12
W32809,12
W32806,12
W32866,12
W32822,12
W32817,12
W14648,12
W14879,12
W05641,12
W05934,12
W05875,12
W05852,12
W05809,12
W02565,12
W16660,12
W05697,12
W02661,12
W02697,12
W14492,12
W02701,12
W05483,12
W02718,12
W22749,12
W14613,12
W05520,12
W22731,12
W14617,12
W22720,12
W22707,12
W05413,12
W32818,12
W16527,12
W14856,12
W31591,12
W33626,12
W04879,12
W14800,12
W14687,12
W02769,12
W14714,12
W14718,12
W14751,12
W05234,12
W05229,12
W16569,12
W19851,12
W05210,12
W14801,12
W14660,12
W14805,12
W05149,12
W05128,12
W16559,12
W16555,12
W02795,12
W14855,12
W14860,12
W16610,12
W32860,12
W32842,12
W32747,12
W32746,12
W32745,12
W32744,12
W32742,12
W32760,12
W32762,12
W32787,12
W32763,12
W32785,12
W32784,12
W32783,12
W32780,12
W32778,12
W32776,12
W32774,12
W32773,12
W32771,12
W32770,12
W32769,12
W32768,12
W32767,12
W32766,12
W32748,12
W32764,12
W32749,12
W32751,12
W33019,12
W20990,12
W33018,12
W33017,12
W33016,12
W33014,12
W33003,12
W33013,12
W33011,12
W33010,12
W33006,12
W33005,12
W33004,12
W32887,12
W32886,12
W32885,12
W32761,12
W32759,12
W32758,12
W32756,12
W32754,12
W32753,12
W32752,12
W32750,12
W32840,12
W32741,12
W32739,12
W32708,12
W32719,12
W32717,12
W32715,12
W32714,12
W32712,12
W32711,12
W32786,12
W32788,12
W32884,12
W32861,12
W32859,12
W32858,12
W32855,12
W32854,12
W32852,12
W32850,12
W32849,12
W32848,12
W32846,12
W32845,12
W32844,12
W32843,12
W32720,12
W32740,12
W32725,12
W32733,12
W32737,12
W32693,12
W32691,12
W32690,12
W32688,12
W32678,12
W32677,12
W32676,12
W32673,12
W32672,12
W32665,12
W32660,12
W32646,12
W32640,12
W32639,12
W32638,12
W32695,12
W32697,12
W32701,12
W32723,12
W32736,12
W32735,12
W32734,12
W32732,12
W14635,12
W32857,12
W14891,12
W13542,12
